date,avg_temp_c,min_temp_c,max_temp_c,precipitation_mm
2023-07-02,20.7,15.6,25.7,0.5
2023-07-03,22.2,16.7,28.0,1.0
2023-07-04,21.9,13.6,27.5,0.0
2023-07-05,23.2,13.8,30.0,0.0
2023-07-06,24.1,17.8,29.7,0.0
2023-07-07,26.2,18.0,30.9,0.0
2023-07-08,24.9,18.3,32.4,0.0
2023-07-09,19.5,18.7,22.3,11.9
2023-07-10,16.4,16.0,18.5,71.1
2023-07-11,15.2,13.5,18.1,4.8
2023-07-12,15.3,10.8,18.9,0.0
2023-07-13,14.8,11.0,18.6,3.2
2023-07-14,15.1,12.4,19.1,2.9
2023-07-15,16.7,12.0,20.4,0.4
2023-07-16,19.3,14.5,23.9,0.3
2023-07-17,21.2,15.5,24.4,0.2
2023-07-18,22.7,17.0,26.4,2.2
2023-07-19,17.8,15.1,21.2,0.2
2023-07-20,17.9,12.0,21.9,0.0
2023-07-21,17.2,12.4,21.3,2.5
2023-07-22,19.1,12.9,24.6,0.0
2023-07-23,19.1,15.1,23.7,0.0
2023-07-24,19.6,13.4,24.6,0.0
2023-07-25,20.1,15.0,24.0,4.4
2023-07-26,24.2,17.2,28.8,0.0
2023-07-27,25.5,19.3,31.6,0.0
2023-07-28,25.4,18.8,30.7,0.0
2023-07-29,21.0,17.8,26.8,7.9
2023-07-30,18.9,15.3,21.7,16.1
2023-07-31,20.3,13.9,24.5,0.0
2023-08-01,19.1,13.8,23.7,0.0
2023-08-02,21.3,14.6,27.6,0.0
2023-08-03,23.3,17.6,29.9,0.3
2023-08-04,25.1,17.1,31.8,0.0
2023-08-05,25.2,17.9,31.5,0.0
2023-08-06,24.6,16.6,31.7,0.0
2023-08-07,24.1,15.9,29.5,0.0
2023-08-08,25.7,18.2,32.9,0.0
2023-08-09,23.6,17.4,28.4,0.9
2023-08-10,22.8,16.0,29.9,0.0
2023-08-11,24.9,18.7,31.1,0.0
2023-08-12,24.3,18.4,28.0,0.0
2023-08-13,21.7,18.4,27.2,0.0
2023-08-14,20.3,14.8,25.7,0.0
2023-08-15,22.6,17.2,28.3,0.0
2023-08-16,21.9,16.1,27.3,0.0
2023-08-17,21.9,16.2,26.9,0.5
2023-08-18,25.2,18.4,31.0,0.0
2023-08-19,24.4,19.2,29.4,0.6
2023-08-20,21.5,16.7,27.3,6.2
2023-08-21,19.9,17.9,22.6,0.8
2023-08-22,18.4,14.9,21.5,0.4
2023-08-23,17.1,14.3,21.4,1.2
2023-08-24,16.1,13.1,20.1,0.2
2023-08-25,14.8,11.4,18.6,0.0
2023-08-26,15.6,10.8,19.3,0.0
2023-08-27,16.9,12.3,21.4,0.0
2023-08-28,14.6,9.8,18.5,0.0
